ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
213,"Steaknya enak, harga sesuai dengan kualitas masakan,  layanan dari pegawainya memuaskan, tempat luas, dan suasana tenang. Recommended buat yang ingin makan masakan western dengan nyaman.",5,186,steaknya enak harga sesuai kualitas masakan pegawai muas luas suasana tenang recommended buat masakan western nyaman,116
214,Seperti mie mapan pada umumnya,5,30,mie mapan umum,14
215,Lagi ribet nyari kopi.. Tengok kanan kiri.. Eehh ketemu sama kopi kenangan pas depan pintu masuk phc... Jadi ngopi dulu deh... Pelayanan cepat.. Dan di layani sesuai dengan request kopinya mau pahit.. Pahitmanis.. Sesuai selera.. Mantap,5,236,ribet nyari kopi tengok kanan kiri eehh ketemu sama kopi kenang pas depan pintu masuk phc jadi ngopi dulu deh cepat sesuai request kopi mau pahit pahitmanis sesuai selera mantap,177
216,Enak untuk WFC,5,14,enak wfc,8
217,Tempatnya asyik dan minumannya rasanya mantap,5,45,asyik rasa mantap,17
218,"Meski bnyk pengunjung tp t4 ga ada kurangnya, maknyus siih",5,58,meski bnyk unjung tp ga kurang maknyus siih,43
219,"Tempatnya bagus.,enak buat nyantai setelah keliling2 tp.",5,56,bagus enak buat nyantai telah keliling tp,41
220,Ramah pelayanannya,5,18,ramah,5
221,Gurami Pesmol is delicious.,5,27,gurami pesmol delicious,23
222,Tidak seenak dulu yang masak beda kali,1,38,tidak enak dulu masak beda kali,31
223,Pelayanan nya baik kariawan nya ramah,5,37,baik kariawan ramah,19
224,"Pelayanannya bagus , dari team kasir salah kasih minuman , tp kita juga lupa pesanannya apa jadinya asal minum aja , tp team kasirnya inget kalau kita pesan Red Velvet tapi di ksh pesanan beda , tapi sama mas mas kasirnya langsung diganti lagi dengan pesanan yg bener Pelayanannya good job mas , pertahanin mas bro",5,314,bagus team kasir salah kasih tp lupa pesan apa jadi asal aja tp team kasir inget kalau pesan red velvet tapi ksh pesan beda tapi sama mas mas kasir langsung ganti pesan bener good job mas pertahanin mas bro,206
225,Bisa duduk berjam-jam tanpa ditawari menu. Lumayan jadi tempat melepas penat tanpa keluar uang.,1,95,duduk jam tanpa tawar menu lumayan jadi lepas penat tanpa keluar uang,69
226,"Mantap...ramai dari pelanggan secara offline maupun online... Lebih asyik dan lebih berkembang.... Saking ramainya sampai banyak driver ojek dari berbagai aplikasi ojek online... Terlihat bagus berkeanekaragaman pembeli,yang menunjukkan indonesia bhineka tunggal ika... Berbagai macam warna tapi tetap bersatu dan rukun... Bila perlu semua para ojek onlinenya digratiskan untuk parkirnya... Kasihan mereka hanya sekedar mengambil orderan saja.. cuma sebentar.",5,459,mantap ramai langgan cara offline maupun online lebih asyik lebih kembang saking ramai banyak driver ojek bagai aplikasi ojek online lihat bagus berkeanekaragaman beli tunjuk indonesia bhineka tunggal ika bagai macam warna tapi tetap satu rukun bila perlu semua ojek onlinenya gratis parkir kasihan dar ambil order cuma sebentar,328
227,"Makanan cukup enak. Penyajian makanan agak lama, mungkin karena volume pengunjung. Tempat makan dan parkir terbatas, namun lokasi nya strategis",4,143,cukup enak saji agak lama mungkin karena volume unjung parkir batas namun lokasi strategis,90
228,Parah banget pelanyananya lama pooll tlng di perbaiki kinerja pegawainya,1,72,parah banget pelanyananya lama pooll tlng baik kerja pegawai,60
229,Tempat kopi dg suasana yg kondusif. Nyaman,5,42,kopi dg suasana kondusif nyaman,31
230,mantap josss,5,12,mantap josss,12
231,"Resto lemot  karyawan hanya mengutamakan makan di tempat,  druver ojol dinomer duakan, KURANG RAMAH SAMA OJOL,",1,110,resto lot karyawan utama druver ojol dinomer kurang ramah sama ojol,67
232,Banyak varian....,5,17,banyak varian,13
233,"Tempatnya oke nyaman kamar mandi juga oke tpi sayang airnya selalu dikit, mie nya oke murce",5,91,oke nyaman kamar mandi oke tpi sayang air selalu dikit mie oke murce,68
234,Soft dan cocok dg minuman Koi. Pas g terlalu manis sesuai request. Pelayanan bagus tetap d pertahankan. Enak ga terlalu manis,5,125,soft cocok dg koi pas terlalu manis sesuai request bagus tetap tahan enak ga terlalu manis,90
235,Tempatnya ok dan luas,5,21,luas,4
236,Ini cafe dengan pelayanan terbaik saat ini di surabaya dengan makanan juga cukup enak di surabaya. Area parkir yang cukup luas. Bisa juga untuk meeting karena ada vip room nya.. minus cuma satu saja. Tempat sholat nya perlu di tingkatkan jangan di taruh belakang seperti Tempat berhantu.,5,287,cafe baik surabaya cukup enak surabaya area parkir cukup luas meeting karena vip room minus cuma satu sholat perlu tingkat jangan taruh belakang hantu,150
237,"Gak pernah ketinggalan kalau ke surabaya. Nasi empal udang dan sambel ijo..enakk. Ada aneka oleh-oleh juga, jd bisa sekalian brli oleh-oleh disana..",5,148,gak pernah tinggal kalau surabaya nasi empal udang sambel ijo enakk aneka jd sekali brli sana,93
238,"Tempat nyaman, fasilitas oke dehh bersih ads tempat main ank yg cocok buat keluarga",5,83,nyaman fasilitas oke dehh bersih ads main ank cocok buat keluarga,65
239,"Suasana tenang, enak klo buat kumpul keluarga.",5,46,suasana tenang enak klo buat kumpul keluarga,44
240,Kuah enak. Tapi... Ayam nya kalau makan disini sedikit banget   kayak bukan cak har asli,3,88,kuah enak tapi ayam kalau sini sedikit banget kayak bukan cak har asli,70
241,Servicenya buruk banget ga kayak di tp3 sama tp6 ramah2 pantes tempatnya sepi,1,77,servicenya buruk banget ga kayak tp sama tp ramah pantes sepi,61
242,"Untuk semua driver harap dilihat kalau antar untuk cs, saya sudah 2x kena orderan ini(resto tp6 lt3) tanpa alas cup, alhasil tumpah Tolong di ceck untuk mesin pres sering bocor  Driver tidak bisa cek barang bocor atau tidak dikarenakan kalau kirim sudah kondisi di kretek/kabeltis Untuk call center tolong dijawab bila ada keluhan dari cs biar tau kondisi di lapangan",3,367,semua driver harap lihat kalau antar cs kena order resto tp lt tanpa alas cup alhasil tumpah tolong ceck mesin pres sering bocor driver tidak cek barang bocor tidak karena kalau kirim kondisi kretek kabeltis call center tolong jawab bila keluh cs biar tau kondisi lapang,270
243,Saya makan berempat dengan mama saya dan anak saya 2 20mnt saya menunggu makanan keluar lama sekali. Akhirnya saya cancel 2 menu yang belum keluar. Sangat disayangkan restoran ini mengutamakan pelanggan ojek online terlebih dahulu untuk pesanan. Ketika saya cancel dan pembayaran makanan baru buru2 siap dikeluarkan. Kenapa sebelumnya tidak begitu saja mengutamakan pelanggan yang datang?,2,388,empat mama anak mnt tunggu keluar lama sekali akhir cancel menu belum keluar sangat sayang restoran utama langgan ojek online lebih pesan cancel bayar baru buru siap keluar kenapa belum tidak begitu utama langgan datang,219
244,taste nya strong mantap buat pecinta kopii,5,42,taste strong mantap buat cinta kopi,35
245,Ada di POM Bensin dekat Damkar Rangkah arah Soewandhie,5,54,pom bensin dekat damkar rang arah soewandhie,44
246,"Interior bagus dan rasa beverage sesuai standar dan cake nya oke, tadi beli red velvet tapi ac mati jadi panas banget, terus rasa jadi enek gitu rasa cakenya, pembayaran disini bisa cash qris sbuck card debit  n cc Saran untuk manajemen untuk perhatikan atmosfer ya, karena ngafe kalo panas bgt ya bakalan ogah",2,310,interior bagus rasa beverage sesuai standar cake oke tadi beli red velvet tapi ac mati jadi panas banget terus rasa jadi enek gitu rasa cakenya bayar sini cash qris sbuck card debit cc saran manajemen perhati atmosfer karena ngafe kalo panas bgt bakal ogah,256
247,"Datang kesini jam10 pagi sambil menunggu anak main di playtopia pelayanan cepat, tempat bersih, tenang. Overall oke untuk nunggu",5,128,datang kesini jam pagi tunggu anak main playtopia cepat bersih tenang overall oke nunggu,88
248,"Enak menu penyetan nya, juga pangsit mie ayam",5,45,enak menu penyet pangsit mie ayam,33
249,"Nyobain Cafe Macchiato harganya 39rb.. kopinya lumayan... Milk Tea Boba 29rb.. Yakult Green Tea 25rb.. kalo mau seger, bisa coba pesen yang yakult green tea.. seger n light tastenya... Bobanya kecil n manis..",5,208,nyobain cafe macchiato harga rb kopi lumayan milk tea boba rb yakult green tea rb kalo mau seger coba sen yakult green tea seger light tastenya bobanya kecil manis,163
250,Pelayanan sangat ramah,5,22,sangat ramah,12
251,Pesan di gojek,5,14,pesan gojek,11
252,"Nunggu goreng ayam sampai  30menit,emang  selama itukah",1,55,nunggu goreng ayam menit emang lama,35
253,"Tempat bersih dan nyaman Dan juga lumayan sepi Tidak terlalu Ramai Pelayanan nya baik ,Gercep dan ramah Terima kasih Sukses Selalu buat Pemilik Starbucks beserta para tim nya Salam Sukses",4,187,bersih nyaman lumayan sepi tidak terlalu ramai baik gercep ramah terima kasih sukses selalu buat milik starbucks tim salam sukses,129
254,"Penyetan keroyokan nya juara, sambalnya pedas dan gurih.",5,56,penyet keroyokan juara sambal pedas gurih,41
255,"Tempat makan ini sudah legendaris, jadi rasanya memang khas. Banyak org datang ksni. Namun saya krg sdkit cocok sma sambalnya",5,125,legendaris jadi rasa memang khas banyak org datang ksni namun krg sdkit cocok sma sambal,88
256,"Bersih, pelayanan ramah",5,23,bersih ramah,12
257,"kalo lagi suntuk bgt, ngopi si solusinyaaa dikopken biar pikiran gw tenang",5,74,kalo suntuk bgt ngopi si solusinyaaa dikopken biar pikir gw tenang,66
258,makanannya enak dan pelayanan ramah,5,35,enak ramah,10
259,Enak bgttt,5,10,enak bgttt,10
260,Lokasi cukup strategis karena persis di depan jalan besar dan mudah dicari. terletak di dalam area perbelanjaan Maspion Square membuat cabang ini strategis bagi para pecinta kopi. Tempat indoor yang dilengkapi dengan AC cukup sempit dan lebih kecil dibandingkan dengan area outdoornya. Harga terjangkau dan cocok digunakan untuk nongki bersama sahabat.,5,352,lokasi cukup strategis karena persis depan jalan besar mudah cari letak area belanja maspion square buat cabang strategis cinta kopi indoor lengkap ac cukup sempit lebih kecil banding area outdoornya harga jangkau cocok nongki sama sahabat,239
261,Tempat nyaman dan pelayanan bagus,5,33,nyaman bagus,12
262,Pelayanan lama banget..dahulukan yg bungkus..kecewa,1,51,lama banget bungkus kecewa,26
263,"Kalau boleh saran tempat duduknya yang udah bolong mbo ya di ganti terus suasananya juga di buat senyaman mungkin, konsepnya itu loh paling juadul dari pada store lainnya kan lak ya jadi ga betah lama lama nongkrong di sana",3,223,kalau saran duduk udah bolong mbo ganti terus suasana buat nyaman mungkin konsep loh paling juadul store lain kan lak jadi ga betah lama lama nongkrong sana,156
264,"Cafe bintang 4 toilet bintang 1. Kondisi mengenaskan, kotor dan malfungsi.",3,74,cafe bintang toilet bintang kondisi enas kotor malfungsi,56
265,"sangat memuaskan dan ada tempat untuk minum diluar kiosnya, untuk harga dan menu sama saja, tapi yg ini lebih istimewa. tempat yg sepi menambahkan experience untuk me timenya. gak keganggu ama bising orang-orang sekitar",5,219,sangat muas luar kios harga menu sama tapi lebih istimewa sepi tambah experience timenya gak ganggu ama bising orang,116
266,Kopi nya uda terkenal ya. Cinta Indonesia harus kesini. Kalo ke Surabaya ngopi sini aja.,4,88,kopi uda kenal cinta indonesia kesini kalo surabaya ngopi sini aja,66
267,"Corndognya enak, saos kejunya the best. Karyawannya selalu membantu penggunaan poin dsb",5,87,corndognya enak saos keju best karyawannya selalu bantu poin,60
268,"Pelayanan memuaskan. Minuman berkualitas. Suasana nyaman. Parking: Yang saya heran mengapa masih ada saja preman parkirnya. Dimintai karcis parkir, ditimpali dengan belum datang.",5,178,muas kualitas suasana nyaman parking heran mengapa masih preman parkir minta karcis parkir timpal belum datang,110
269,Tempat kurang nyaman untuk meeting . Gak ada sofa. Kursi keras. Gak cocok untuk jadi excelso kurang cozy untuk meeting.,2,119,kurang nyaman meeting gak sofa kursi keras gak cocok jadi excelso kurang cozy meeting,85
270,Staff nya yg laki tidak ramah. Bad attitude,1,43,staff laki tidak ramah bad attitude,35
271,"Minymanya enk, tmpatnya nyaman",5,30,minymanya enk tmpatnya nyaman,29
272,Lokasi enak untuk surabaya timur,5,32,lokasi enak surabaya timur,26
273,"Rasa sudah jelas enak. Yg ga enak, jika ada pengunjung yg merokok, asapnya kehirup smp bagian dalam. Lebih baik diberi pintu supaya ada pemisahan area merokok & non. Lantai jg kurang bersih. Kalau pesan campur, siap2 dapat daging ayam yg cuma 2-3 potong kecil2, sisanya jeroan   jarang ada telor muda/uritan. Btw, harga soto 25.000, lebih mahal dari Soto Cak Kan panjang jiwo jemursari yg sama2 enak tapi porsi lebih banyak n lbh murah",4,435,rasa jelas enak ga enak unjung rokok asap hirup smp lebih baik beri pintu pisah area rokok non lantai jg kurang bersih kalau pesan campur siap daging ayam cuma potong kecil sisa jeroan jarang telor muda uritan btw harga soto lebih mahal soto cak kan panjang jiwo jemursari sama enak tapi porsi lebih banyak lbh murah,316
274,Pesan americano on the rock - biar ga terlalu byk eeh ttp aja full entah es nya cepet leleh atau memang di tambah air Soalnya di starbuck lain ga sampe full dan masih terasa pait kalau di sini bbrapa x selalu full Tapi katanya memang americano yasudah di terima saja di ganti jg pasti d buang kan sayang,2,303,pesan americano rock biar ga terlalu byk eeh ttp aja full entah es cepet leleh memang tambah air soal starbuck lain ga sampe full masih asa pait kalau sini bbrapa selalu full tapi kata memang americano yasudah terima ganti jg buang kan sayang,242
275,"kopinya jumbo mantap, kopinya nampol sekali",5,43,kopi jumbo mantap kopi nampol sekali,36
276,"Barista kopi tapi gamasukin kopi kedalam kopinya. Diminta pertanggung jawaban cuma dibalikin 10rb padahal saya belinya 90rb. Edited : Mas2 dan Mba2 nya datang perbaikin kopinya dan kasih kupon gratis, lopyu gais",5,211,barista kopi tapi gamasukin kopi kopi minta tanggung jawab cuma dibalikin rb padahal beli rb edited mas mba datang perbaikin kopi kasih kupon gratis lopyu gais,159
277,"tempatnya kecil, cocoknya bawa pulang",4,37,kecil cocok bawa pulang,23
278,"Mbaknya ramah2, tempatnya bikin betah",5,37,mbak ramah bikin betah,22
279,"promo menarik, harga terjangkau",5,31,promo tarik harga jangkau,25
280,"Starbucks di lv UG Sogo ( TP 4). Walaupun cukup terpencil, tetap rame. Banyak org mengerjakan tugas / buka laptop... Onframe : jasmine clementine matcha latte (seasonal flavor)",5,176,starbucks lv ug sogo tp walaupun cukup pencil tetap rame banyak org kerja tugas buka laptop onframe jasmine clementine matcha latte seasonal flavor,147
281,"Sangat rekomen sekali bila hendak makan bersama keluarga dengan hidangan yg beraneka varian dari soto biasa sampai sesuai dg keinginan (spesial). Pelayanan cepat dan ramah, lingkungan nyaman dan bersih dengan area parkir yg cukup memadai (kondisional) juru parkir nya handal. Hidangan bagi saya pribadi mak nyus tenan top markotop.... selamat menikmati",5,352,sangat rekomen sekali bila hendak sama keluarga hidang aneka varian soto biasa sesuai dg spesial cepat ramah lingkung nyaman bersih area parkir cukup kondisional juru parkir handal hidang pribadi mak nyus tenan top markotop selamat nikmat,238
282,The coffee is cold,5,18,coffee cold,11
283,"pelayanan betul2 menyebalkan. minuman sdh siap, di biarkan aja ga d anter2 ke customer. akhrnya setelah nunggu 5mnt saya bilang minuman saya sdh siap kenapa ga d anter2 mbak nya cuma ambil sambil di lempar di meja dan ga di jawab. bener2 ga sopan!!!!!!!",1,253,betul sebal sdh siap biar aja ga anter customer akhrnya telah nunggu mnt bilang sdh siap kenapa ga anter mbak cuma ambil lempar meja ga jawab bener ga sopan,156
284,Sangat recomended,4,17,sangat recomended,17
285,"Tempatnya di food society, Kopi kenangan mantannya favorit banget. Pelayanan ramah & cepat. Ketagihan terus krn suka banget kopi",5,128,food society kopi kenang mantan favorit banget ramah cepat tagih terus krn suka banget kopi,91
286,"Tempat kecil, tapi lumayan untuk singgah sebentar",5,49,kecil tapi lumayan singgah sebentar,35
287,"Nyaman, bersih, ramah",5,21,nyaman bersih ramah,19
288,"Pelayanan baik, Responsif.",5,26,baik responsif,14
289,"Tempat nya nyaman buat nongkrong,,,mas2 nya ramah2 apalagi store managernya  ,,,taro milk tea pke toping aloe vera paling fav deh",5,129,nyaman buat nongkrong mas ramah apalagi store managernya taro milk tea pke toping aloe vera paling fav deh,106
290,Pelayanan seperti kopi kenangan pada umumnya. Menu kopi kelapa pilihan baru,4,75,kopi kenang umum menu kopi kelapa pilih baru,44
291,"Menyenangkan, banyak tersedia kursi dan meja. Ada ruangan yg bisa di reservasi. Banyak varian tenant dari fnb group. Pelayanan ramah dan cepat",5,142,senang banyak sedia kursi meja ruang reservasi banyak varian tenant fnb group ramah cepat,89
292,Bisa santai selama nunggu waktu..,5,33,santai lama nunggu waktu,24
293,"Tempat sangat nyaman buat kerja. Kopi nya juga enak, staff nya juga ramah",5,73,sangat nyaman buat kerja kopi enak staff ramah,46
294,"Baristanya pada ramah dan helpfull banget, recomen buat yang mau sekedar me time atau nugas juga.",5,97,baristanya ramah helpfull banget recomen buat mau dar time nugas,64
295,Boz kalo driver online minuman jatuh karena bukan kesengajaan namun kelalaian pihak barista dalam mengikat kabel tis yg tidak rapat sehingga jatuh harusnya diberikan potongan harga u mengganti bukan malah diberi harga offline . ....tempat lain gratis boz makanan minuman jatuh karena tidak disengaja oleh ojol diganti baru.  ...contoh richess,1,342,boz kalo driver online jatuh karena bukan sengaja namun lalai pihak barista ikat kabel tis tidak rapat jatuh beri potong harga ganti bukan malah beri harga offline lain gratis boz jatuh karena tidak sengaja ojol ganti baru contoh richess,237
296,Ada Beberapa Macam Menu Ini Buat Sarapan,5,40,beberapa macam menu buat sarap,30
297,tolong di benah i untuk layanan ONLINE NYA...,1,45,tolong benah online,19
298,Makanannya cukup enak dan porsinya cukup besar( fyi  biasanya makan porsi kecil). Mbaknya enak diajak komunikasi dgn berbagai pilihan menu andalan mereka,5,153,cukup enak porsi cukup besar fyi biasa porsi kecil mbak enak ajak komunikasi dgn bagai pilih menu andal,103
299,"Kualitas rasanya enak bgt, Saya dikasi rekomendasi sama mbk nya, Saya suka, mbk ya ramah, pertahankan untuk trans icon",5,118,kualitas rasa enak bgt kasi rekomendasi sama mbk suka mbk ramah tahan trans icon,80
300,"Mehong, harga setara coffee shop diatasnya",3,42,mehong harga tara coffee shop atas,34
301,Nice place n yummy menu2 nya :),5,31,nice place yummy menu,21
302,"tempat minii, agak susah juga nyarinya",4,38,mini agak susah nyarinya,24
303,Dapet harga Promo Hazelnut nya cm 17K,5,37,dapet harga promo hazelnut cm k,31
304,Kopi kenangan mantan nya enak. Pelayanan baik dan tempat cukup nyaman,5,69,kopi kenang mantan enak baik cukup nyaman,41
305,"Manajemen kurang bagus, masakannya juga kurang maksimal beda dengan cabang lainnya. Pernah dibohongi untuk bayar makan dengan bill terpisah padahal itu order lain sebelumnya. Untuk diskon bank pun harus displit bill karena melebihi maksimal pembelian, padahal kalau sebelum pajak masih blm mencapai, sehingga diskon tidak bisa maksimal. Orangnya sudah dikasi tau tapi terus ngeyel. Mohon hati2 jika makan disini.",1,412,manajemen kurang bagus masakan kurang maksimal beda cabang lain pernah bohong bayar bill pisah padahal order lain belum diskon bank displit bill karena lebih maksimal beli padahal kalau belum pajak masih blm capai diskon tidak maksimal orang kasi tau tapi terus ngeyel mohon hati sini,284
306,"rasanya enak sih, harga lumayan, porsi mungkin bisa ditambain hehehe",5,68,rasa enak sih harga lumayan porsi mungkin ditambain hehehe,58
307,Menu barunya seger banget,5,25,menu baru seger banget,22
308,"Tidak ramah, judes bnget,mbak nya horor... giliran ada kokoh beda cara ngomongnya,lagi nyari jodoh lu  lama banget juga pelayanan nya,beda dngn chatime lainnya",1,159,tidak ramah judes bnget mbak horor gilir kokoh beda cara ngomongnya nyari jodoh lu lama banget beda dngn chatime lain,117
309,"Tolong pramuniaga yang jaga hari ini tgl 12/10/2023 pukul 10.45 lebih ditraining lagi untuk wording nya, saya pesan americano tidak ditanya hot/cold tp lgsg dibuatkan yg cold saja, giliran complain malah disalahkan karena saya tidak info.",1,238,tolong pramuniaga jaga hari tgl pukul lebih ditraining wording pesan americano tidak tanya hot cold tp lgsg buat cold gilir complain malah salah karena tidak info,162
310,"Mbak Tika pelayanannya baik banget, peduli banget sama pelanggan.",5,65,mbak tika baik banget peduli banget sama langgan,48
311,"Salah satu sbucks paling ramah menurutku ya disini,datang wkt valday kmren jam 12 siang gk terlalu rame,ya gt2 aja si Starbucks,servisnya top,pesen menu promo valdaynya yg berry2 an,satunya seger satunya mixed kopi berry. Moga servisnya slalu optimal",5,250,salah satu sbucks paling ramah turut sini datang wkt valday kmren jam siang gk terlalu rame gt aja si starbucks servis top sen menu promo valdaynya berry satu seger satu mixed kopi berry moga servis slalu optimal,212
312,"Meski di belakang, kopken selalu ramai daripada tenant yang lain sehingga memberi kesan hidup. Saya selalu ke Kopken ketika berkunjung ke Sutos. Pelayanan cepat dan pegawainya ramah.",5,182,meski belakang kopken selalu ramai daripada tenant lain beri kesan hidup selalu kopken kunjung sutos cepat pegawai ramah,120
313,"Chatime seri Galaxy !! . Biasanya kalo kesini selalu pesen menu hazelnut choco milk tea tapi kali ini penasaran sama rasa barunyaa. Daan langsung secintaak ituu  , rasanya itu unikk ada campuran dari santan / krimer yang di padukan sama rasa dari buah mangga, enaak dan nggak bikin eneg. Sayangnya Buat yang nggak doyan es khusus menu galaxy wajib pakai es tapi tetep ueeanaak kok. . Rates : 10/10 . On Frame : Mango Milky Way 27K Hazelnut Choco Milk Tea 25K",5,458,chatime seri galaxy biasa kalo kesini selalu sen menu hazelnut choco milk tea tapi kali penasaran sama rasa barunyaa daan langsung secintaak ituu rasa unikk campur santan krimer padu sama rasa buah mangga enaak nggak bikin eneg sayang buat nggak doyan es khusus menu galaxy wajib pakai es tapi tetep ueeanaak kok rates frame mango milky way hazelnut choco milk tea k,366
314,resto nya pegawainya lemot tolong,2,33,resto pegawai lot tolong,24
315,"makin maju , makin banyak upgrade interiornya. rasa & kualitas steak masih tetap sama.",5,86,makin maju makin banyak upgrade interior rasa kualitas steak masih tetap sama,77
316,"Lokasi nya sangat nyaman tapi kalo siang sedikit panas, tempat nya bersih dan nyaman.",4,85,lokasi sangat nyaman tapi kalo siang sedikit panas bersih nyaman,64
317,"Mapan semua , Mie nya maknyus, rekomended",5,41,mapan semua mie maknyus rekomended,34
318,suka tempatny ..cozy..,5,22,suka tempatny cozy,18
319,Setiap  weekend dapet promo,5,27,tiap weekend dapet promo,24
320,"Makanan minuman enak. Pelayanan kadang msh kurang. Belum selesai kadang makanan/ minuman sudah diambil, padahal msh ada makanan/ minumannya. Toiletnya jg mampet, bau pesing juga. Semoga lebih baik lagi.",3,202,enak kadang msh kurang belum selesai kadang ambil padahal msh toilet jg mampet bau pesing moga lebih baik,105
321,"Carbonaranya kering saosnya , seperti carbonara indomie , seledrinya ada beberapa yg kuning , kualitas makanan gak d jaga",1,121,carbonaranya kering saosnya carbonara indomie seledri beberapa kuning kualitas gak jaga,87
322,tempatnya cozy dan bersih. kopi sama rotinya enak. pegawainya ramah,5,67,cozy bersih kopi sama roti enak pegawai ramah,45
323,SAYA SANGAT DIRUGIKAN DEPOT BU RUDI DI PASAR ATOM. SAYA BELI PISANG GORENG. KEMARIN TANGGAL 25 MEI 2022 SAYA LUPA AMBIL KARENA MEMANG SAAT ITU PISANG GORENG BELUM READY. SAYA DI KASIH NOTED KERTAS TANDA BELUM ATAU KURANG AMBIL. PADA TANGGAL 26 MEI 2022 SAYA BERNIAT UNTUK SAMPAIKAN DENGAN BUKTI NOTED KERTAS DARI KOKO PENJAGA DI BAGIAN GORENGAN. NOTA TIDAK DI AKUI. SAYA DIRUGIKAN. BAGAIMANA TANGGUNGJAWAB DEPOT BU RUDI DENGAN UANG SAYA YANG SUDAH TERDEPOSITE DI BU RUDI PASAR ATOM.,1,482,sangat rugi depot bu rudi pasar atom beli pisang goreng kemarin tanggal mei lupa ambil karena memang pisang goreng belum ready kasih noted kertas tanda belum kurang ambil tanggal mei niat bukti noted kertas koko jaga goreng nota tidak aku rugi bagaimana tanggungjawab depot bu rudi uang terdeposite bu rudi pasar atom,317
324,"Minta tolong kepada Owner, tolong diedukasi ke pegawainya klo kerja yg jujur & profesional l, klo mau kirim barang ke Ojol harus ditulis berat barang sesuai barang jgn asal ketik, yang seharusnya 15kg ditulis 1kg demi hemat ongkir, ini jelas merugikan driver Ojol.",1,264,minta tolong owner tolong edukasi pegawai klo kerja jujur profesional klo mau kirim barang ojol tulis berat barang sesuai barang jgn asal ketik kg tulis kg hemat ongkir jelas rugi driver ojol,191
325,"Parkiran luas. Tempat bersih, nyaman dan instagramable. L dasar: parkir. L1: oleh-oleh. L2: resto dalam dan luar ruangan. L3: privat dan musholla. Menu beragam dan enak. Pelayanan ramah dan cepat.",5,196,parkir luas bersih nyaman instagramable dasar parkir resto luar ruang privat musholla menu agam enak ramah cepat,112
326,"Cek suwiiinE , disiapnow dolanan",1,32,cek suwiiine disiapnow dolan,28
327,pelayanannya ngga bgttt. mba nya ga ramah. terutama mb kasirnya!,1,64,ngga bgttt mba ga ramah utama mb kasir,38
328,Mantan ikan gurame nya,5,22,mantan ikan gurame,18
329,"Pelayanan sangat lama, gk satset, gk koyok chatime liane, driver datang gk  lngsung jadi, msih nunggu driver datang, padahal sudah resto supeeeerrrrrr..",1,152,sangat lama gk satset gk koyok chatime liane driver datang gk lngsung jadi msih nunggu driver datang padahal resto supeeeerrrrrr,128
330,"Soto Cak Har ga pernah diragukan untuk rasanya yang enak. Cak Har Pusat tidak terlalu antri dibandingkan beli di jalan MERR dan bisa bayar pakai Qris. Soto tiga, es jeruk 2, 1 es teh, kerupuk 2 habis Rp111rb. Jajanannya juga ada cendol, puding, madu, otak2 ikan, Keripik tempe.",5,277,soto cak har ga pernah ragu rasa enak cak har pusat tidak terlalu antri banding beli jalan merr bayar pakai qris soto tiga es jeruk es teh kerupuk habis rp rb jajan cendol puding madu otak ikan keripik tempe,207
331,Karyawan kebanyakan bercanda,1,28,karyawan banyak canda,21
332,"Steak utk fine dine, sejak saya masih smp",5,41,steak utk fine dine sejak masih smp,35
333,Cocok untuk kerja. Namun terlalu ramai di weekend malam.,5,56,cocok kerja namun terlalu ramai weekend malam,45
334,Tempatnya enak buat nyore,5,25,enak buat nyore,15
335,"Indonesian food restaurant, located inside Citraland Residence. Known best for its Ikan bakar, ikan pesmol. Pepes also nice. Good service, nice staff",5,149,indonesian food restaurant located inside citraland residence known best ikan bakar ikan pesmol pepes also nice good service nice staff,135
336,"biasa, bkn penggila cheese",5,26,biasa bkn gila cheese,21
337,"Paling enak masakan gurami bakar, hanya saja untuk cah kangkung masih kurang sedap",5,82,paling enak masakan gurami bakar cah kangkung masih kurang sedap,64
338,"Pelayanan cepet, tempat nyaman bngt, suasana juga oke cocok buat acara keluarga",5,79,cepet nyaman bngt suasana oke cocok buat acara keluarga,55
339,Lg hujan cm ba liat dr kejauhan,5,31,lg hujan cm ba liat dr jauh,27
340,Sedia kebutuhan sehari-hari,5,27,sedia butuh hari,16
341,Mantul... enak banget...suasana nya nyaman...,5,45,mantul enak banget suasana nyaman,33
342,"Tempat Ngopi dan Bersantai Favorite di TP 6. Nyaman,luas,pelayanan OK Kalau Kopi nya mah Juara spt biasanya.",4,108,ngopi santa favorite tp nyaman luas kalau kopi mah juara spt biasa,66
343,Nyaman utk nongkrong,5,20,nyaman utk nongkrong,20
344,Langganan disini.paling enak sotonya dimakan ditempat krn koyanya banyak dan makannya bareng orang banyak.hehe,5,110,langgan sini paling enak soto krn koyanya banyak bareng orang banyak hehe,73
345,"Saya tiap datang selalu dengan senyum, tapi tiap baristanya yang mbak mbak jilbaban saya selalu dibikin badmood dengan attitudenya. Tenkyu lho",2,142,tiap datang selalu senyum tapi tiap baristanya mbak mbak jilbab selalu bikin badmood attitudenya tenkyu lho,107
346,"Agak remang2 ja sih,,, tp after all,cozy kok",4,44,agak remang ja sih tp all cozy kok,34
