ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
245,Ada di POM Bensin dekat Damkar Rangkah arah Soewandhie,5,54,pom bensin dekat damkar rang arah soewandhie,44
246,"Interior bagus dan rasa beverage sesuai standard dan cake nya oke, tadi beli red velvet tetapi ac mati jadi panas banget, terus rasa jadi enek begitu rasa cake nya, pembayaran disini bisa cash qris starbucks card debit  dan cc Saran untuk manajemen untuk perhatikan atmosfer ya, karena cafe kalau panas banget ya akan ogah",2,322,interior bagus rasa beverage sesuai standard cake oke tadi beli red velvet tetapi ac mati jadi panas banget terus rasa jadi enek begitu rasa cake bayar sini cash qris starbucks card debit cc saran manajemen perhati atmosfer karena cafe kalau panas banget ogah,259
247,"Datang kesini jam10 pagi sambil menunggu anak main di playtopia pelayanan cepat, tempat bersih, tenang. Overall oke untuk menunggu",5,130,datang kesini jam pagi tunggu anak main playtopia cepat bersih tenang overall oke tunggu,88
248,"Enak menu penyetan nya, juga pangsit mie ayam",5,45,enak menu penyet pangsit mie ayam,33
249,"Nyobain Cafe Macchiato harga nya 39rb.. kopi nya lumayan... Milk Tea Boba 29rb.. Yakult Green Tea 25rb.. kalau mau segar, bisa coba pesan yang yakult green tea.. segar dan light taste nya... Boba nya kecil dan manis..",5,217,nyobain cafe macchiato harga rb kopi lumayan milk tea boba rb yakult green tea rb kalau mau segar coba pesan yakult green tea segar light taste boba kecil manis,160
250,Pelayanan sangat ramah,5,22,sangat ramah,12
251,Pesan di gojek,5,14,pesan gojek,11
252,"Nunggu goreng ayam sampai  30 menit, memang  selama itukah",1,58,nunggu goreng ayam menit memang lama,36
253,"Tempat bersih dan nyaman Dan juga lumayan sepi Tidak terlalu Ramai Pelayanan nya baik ,cepat dan ramah terimakasih Sukses Selalu buat Pemilik Starbucks beserta para tim nya Salam Sukses",4,185,bersih nyaman lumayan sepi tidak terlalu ramai baik cepat ramah terimakasih sukses selalu buat milik starbucks tim salam sukses,127
254,"Penyetan keroyokan nya juara, sambal nya pedas dan gurih.",5,57,penyet keroyokan juara sambal pedas gurih,41
255,"Tempat makan ini sudah legendaris, jadi rasa nya memang khas. Banyak orang datang kesini. Namun saya kurang sedikit cocok dengan sambal nya",5,139,legendaris jadi rasa memang khas banyak orang datang kesini namun kurang sedikit cocok sambal,93
256,"Bersih, pelayanan ramah",5,23,bersih ramah,12
257,"kalau lagi suntuk banget, ngopi sih solusi nya di kopken biar pikiran saya tenang",5,81,kalau suntuk banget ngopi sih solusi biar pikir tenang,54
258,makanan nya enak dan pelayanan ramah,5,36,enak ramah,10
259,Enak banget,5,11,enak banget,11
260,Lokasi cukup strategis karena persis di depan jalan besar dan mudah di cari. terletak di dalam area perbelanjaan Maspion Square membuat cabang ini strategis bagi para pecinta kopi. Tempat indoor yang dilengkapi dengan AC cukup sempit dan lebih kecil dibandingkan dengan area outdoor nya. Harga terjangkau dan cocok digunakan untuk nongkrong bersama sahabat.,5,357,lokasi cukup strategis karena persis depan jalan besar mudah cari letak area belanja maspion square buat cabang strategis cinta kopi indoor lengkap ac cukup sempit lebih kecil banding area outdoor harga jangkau cocok nongkrong sama sahabat,239
261,Tempat nyaman dan pelayanan bagus,5,33,nyaman bagus,12
262,Pelayanan lama banget..dahulukan yang bungkus..kecewa,1,53,lama banget bungkus kecewa,26
263,"Kalau boleh saran tempat duduk nya yang sudah bolong seharusnya di ganti terus suasana nya juga di buat senyaman mungkin, konsep nya itu loh paling jadul dari pada store lainnya kan lak ya jadi tidak betah lama lama nongkrong di sana",3,233,kalau saran duduk bolong ganti terus suasana buat nyaman mungkin konsep paling jadul store lain kan lak jadi tidak betah lama lama nongkrong sana,145
264,"Cafe bintang 4 toilet bintang 1. Kondisi mengenaskan, kotor dan malfungsi.",3,74,cafe bintang toilet bintang kondisi enas kotor malfungsi,56
265,"sangat memuaskan dan ada tempat untuk minum diluar kios nya, untuk harga dan menu sama saja, tetapi yang ini lebih istimewa. tempat yang sepi menambahkan experience untuk me time nya. tidak keganggu dengan bising orang-orang sekitar",5,232,sangat muas luar kios harga menu sama tetapi lebih istimewa sepi tambah experience time tidak ganggu bising orang,113
266,Kopi nya sudah terkenal ya. Cinta Indonesia harus kesini. Kalo ke Surabaya ngopi sini saja.,4,91,kopi kenal cinta indonesia kesini kalo surabaya ngopi sini,58
267,"Corndog nya enak, saos keju nya the best. karyawan nya selalu membantu penggunaan poin",5,86,corndog enak saos keju best karyawan selalu bantu poin,54
268,"Pelayanan memuaskan. Minuman berkualitas. Suasana nyaman. Parking: Yang saya heran mengapa masih ada saja preman parkir nya. Dimintai karcis parkir, ditimpali dengan belum datang.",5,179,muas kualitas suasana nyaman parking heran mengapa masih preman parkir minta karcis parkir timpal belum datang,110
269,Tempat kurang nyaman untuk meeting . tidak ada sofa. Kursi keras. tidak cocok untuk jadi excelso kurang cozy untuk meeting.,2,123,kurang nyaman meeting tidak sofa kursi keras tidak cocok jadi kurang cozy meeting,81
270,Staff nya yang laki tidak ramah. Bad attitude,1,45,staff laki tidak ramah bad attitude,35
271,"minum nya enak, tempat nya nyaman",5,33,enak nyaman,11
272,Lokasi enak untuk surabaya timur,5,32,lokasi enak surabaya timur,26
273,"Rasa sudah jelas enak. yang tidak enak, kalau ada pengunjung yang merokok, asap nya kehirup sampai bagian dalam. Lebih baik diberi pintu supaya ada pemisahan area merokok & non. Lantai juga kurang bersih. Kalau pesan campur, siap2 dapat daging ayam yang hanya 2-3 potong kecil2, sisanya jeroan   jarang ada telor muda/uritan. Btw, harga soto 25 ribu, lebih mahal dari Soto Cak Kan panjang jiwo jemursari yang sama2 enak tetapi porsi lebih banyak dan lebih murah",4,461,rasa jelas enak tidak enak kalau unjung rokok asap hirup lebih baik beri pintu pisah area rokok non lantai kurang bersih kalau pesan campur siap daging ayam potong kecil sisa jeroan jarang telor muda uritan btw harga soto ribu lebih mahal soto cak kan panjang jiwo jemursari sama enak tetapi porsi lebih banyak lebih murah,322
274,Pesan americano on the rock - biar tidak terlalu banyak eh tetap saja full entah es nya cepat leleh atau memang di tambah air Soalnya di starbucks lain tidak sampai full dan masih terasa pait kalau di sini beberapa kali selalu full Tapi katanya memang americano ya sudah di terima saja di ganti juga pasti di buang kan sayang,2,325,pesan americano rock biar tidak terlalu banyak tetap full entah es cepat leleh memang tambah air soal starbucks lain tidak full masih asa pait kalau sini beberapa kali selalu full tapi kata memang americano terima ganti buang kan sayang,236
275,"kopi nya jumbo mantap, kopi nya nampol sekali",5,45,kopi jumbo mantap kopi nampol sekali,36
276,"Barista kopi tetapi tidak memasukkan kopi ke dalam kopi nya. Diminta pertanggung jawaban hanya dikembalikan 10 ribu padahal saya beli nya 90 ribu. Edited : kak dan kak nya datang perbaikin kopi nya dan kasih kupon gratis, lopyu gais",5,232,barista kopi tetapi tidak masuk kopi kopi minta tanggung jawab ribu padahal beli ribu edited kak kak datang perbaikin kopi kasih kupon gratis lopyu gais,152
277,"tempat nya kecil, cocoknya bawa pulang",4,38,kecil cocok bawa pulang,23
278,"kakak nya ramah2, tempat nya bikin betah",5,40,kakak ramah bikin betah,23
279,"promo menarik, harga terjangkau",5,31,promo tarik harga jangkau,25
280,"Starbucks di lv UG Sogo ( TP 4). Walaupun cukup terpencil, tetap ramai. Banyak orang mengerjakan tugas / buka laptop... Onframe : jasmine clementine matcha latte (seasonal flavor)",5,179,starbucks lv ug sogo walaupun cukup pencil tetap ramai banyak orang kerja tugas buka laptop onframe jasmine clementine matcha latte seasonal flavor,147
281,"Sangat recommended sekali bila hendak makan bersama keluarga dengan hidangan yang beraneka varian dari soto biasa sampai sesuai dengan keinginan (spesial). Pelayanan cepat dan ramah, lingkungan nyaman dan bersih dengan area parkir yang cukup memadahi (kondisional) juru parkir nya handal. Hidangan bagi saya pribadi enak banget.... selamat menikmati",5,349,sangat recommended sekali bila hendak sama keluarga hidang aneka varian soto biasa sesuai spesial cepat ramah lingkung nyaman bersih area parkir cukup padah kondisional juru parkir handal hidang pribadi enak banget selamat nikmat,229
282,The coffee is cold,5,18,coffee cold,11
283,"pelayanan betul2 menyebalkan. minuman sudah siap, di biarkan saja tidak di antar2 ke customer. akhirnya setelah menunggu 5 menit saya bilang minuman saya sudah siap kenapa tidak di antar2 kak nya hanya ambil sambil di lempar di meja dan tidak di jawab. benar2 tidak sopan!!!!!!!",1,278,betul sebal siap biar tidak antar customer akhir telah tunggu menit bilang siap kenapa tidak antar kak ambil lempar meja tidak jawab benar tidak sopan,150
284,Sangat recommended,4,18,sangat recommended,18
285,"tempat nya di food society, kopken mantan nya favorit banget. Pelayanan ramah & cepat. Ketagihan terus karena suka banget kopi",5,126,food society mantan favorit banget ramah cepat tagih terus karena suka banget kopi,82
286,"Tempat kecil, tetapi lumayan untuk singgah sebentar",5,51,kecil tetapi lumayan singgah sebentar,37
287,"Nyaman, bersih, ramah",5,21,nyaman bersih ramah,19
288,"Pelayanan baik, Responsif.",5,26,baik responsif,14
289,"Tempat nya nyaman buat nongkrong,,,kak nya ramah2 apalagi store manager nya  ,,,taro milk tea pke toping aloe vera paling favorit deh",5,133,nyaman buat nongkrong kak ramah apalagi store manager taro milk tea pke toping aloe vera paling favorit,103
290,Pelayanan seperti kopken pada umumnya. Menu kopi kelapa pilihan baru,4,68,umum menu kopi kelapa pilih baru,32
291,"Menyenangkan, banyak tersedia kursi dan meja. Ada ruangan yang bisa di reservasi. Banyak varian tenant dari fnb group. Pelayanan ramah dan cepat",5,144,senang banyak sedia kursi meja ruang reservasi banyak varian tenant fnb group ramah cepat,89
292,Bisa santai selama menunggu waktu..,5,35,santai lama tunggu waktu,24
293,"Tempat sangat nyaman buat kerja. Kopi nya juga enak, staff nya juga ramah",5,73,sangat nyaman buat kerja kopi enak staff ramah,46
294,"barista nya pada ramah dan helpfull banget, recommended buat yang mau sekedar me time atau nugas juga.",5,102,barista ramah helpfull banget recommended buat mau dar time nugas,65
295,kak kalau driver online minuman jatuh karena bukan kesengajaan namun kelalaian pihak barista dalam mengikat kabel tis yang tidak rapat sehingga jatuh harusnya diberikan potongan harga kak mengganti bukan malah diberi harga offline . ....tempat lain gratis kak makanan minuman jatuh karena tidak disengaja oleh ojol diganti baru.  ...contoh richesse,1,348,kak kalau driver online jatuh karena bukan sengaja namun lalai pihak barista ikat kabel tis tidak rapat jatuh beri potong harga kak ganti bukan malah beri harga offline lain gratis kak jatuh karena tidak sengaja ojol ganti baru contoh richesse,243
296,Ada Beberapa Macam Menu Ini Buat Sarapan,5,40,beberapa macam menu buat sarap,30
297,tolong di benahi untuk layanan ONLINE NYA...,1,44,tolong benah online,19
298,makanan nya cukup enak dan porsi nya cukup besar( fyi  biasanya makan porsi kecil). kakak nya enak diajak komunikasi dengan berbagai pilihan menu andalan mereka,5,160,cukup enak porsi cukup besar fyi biasa porsi kecil kakak enak ajak komunikasi bagai pilih menu andal,100
299,"Kualitas rasa nya enak banget, Saya dikasi rekomendasi sama kak nya, Saya suka, kak ya ramah, pertahankan untuk trans icon",5,122,kualitas rasa enak banget kasi rekomendasi sama kak suka kak ramah tahan trans icon,83
300,"mahal, harga setara coffee shop diatasnya",3,41,mahal harga tara coffee shop atas,33
301,Nice place dan yummy menu2 nya :),5,33,nice place yummy menu,21
302,"tempat mini, agak susah juga nyarinya",4,37,mini agak susah nyarinya,24
303,Dapet harga Promo Hazelnut nya tetapi 17K,5,41,dapet harga promo hazelnut tetapi k,35
304,kopken mantan nya enak. Pelayanan baik dan tempat cukup nyaman,5,62,mantan enak baik cukup nyaman,29
305,"Manajemen kurang bagus, masakan nya juga kurang maksimal beda dengan cabang lainnya. Pernah dibohongi untuk bayar makan dengan bill terpisah padahal itu order lain sebelumnya. Untuk diskon bank pun harus di split bill karena melebihi maksimal pembelian, padahal kalau sebelum pajak masih belum mencapai, sehingga diskon tidak bisa maksimal. orang nya sudah dikasi tahu tetapi terus ngeyel. Mohon hati2 kalau makan disini.",1,421,manajemen kurang bagus masakan kurang maksimal beda cabang lain pernah bohong bayar bill pisah padahal order lain belum diskon bank split bill karena lebih maksimal beli padahal kalau belum pajak masih belum capai diskon tidak maksimal orang kasi tahu tetapi terus ngeyel mohon hati kalau sini,293
306,"rasa nya enak sih, harga lumayan, porsi mungkin bisa ditambain ",5,63,rasa enak sih harga lumayan porsi mungkin ditambain,51
307,Menu barunya segar banget,5,25,menu baru segar banget,22
308,"Tidak ramah, judes banget,kak nya horor... giliran ada kak beda cara ngomongnya,lagi nyari jodoh lu  lama banget juga pelayanan nya,beda dngn chatime lainnya",1,157,tidak ramah judes banget kak horor gilir kak beda cara ngomongnya nyari jodoh lu lama banget beda dngn chatime lain,115
309,"Tolong pramuniaga yang jaga hari ini tgl 12/10/2023 pukul 10.45 lebih ditraining lagi untuk wording nya, saya pesan americano tidak ditanya hot/cold tetapi langsung yang cold saja, giliran complain malah disalahkan karena saya tidak info.",1,238,tolong pramuniaga jaga hari tgl pukul lebih ditraining wording pesan americano tidak tanya hot cold tetapi langsung cold gilir complain malah salah karena tidak info,165
310,"kak Tika pelayanan nya baik banget, peduli banget sama pelanggan.",5,65,kak tika baik banget peduli banget sama langgan,47
311,"Salah satu starbucks paling ramah menurutku ya disini,datang waktu kemarin jam 12 siang tidak terlalu ramai,ya gitu2 saja sih Starbucks,service nya top,pesan menu promo yang berry2 an,satunya segar satunya mixed kopi berry. semoga service nya selalu optimal",5,257,salah satu starbucks paling ramah turut sini datang waktu kemarin jam siang tidak terlalu ramai gitu sih starbucks service top pesan menu promo berry satu segar satu mixed kopi berry moga service selalu optimal,210
312,"Meski di belakang, kopken selalu ramai daripada tenant yang lain sehingga memberi kesan hidup. Saya selalu ke Kopken ketika berkunjung ke Sutos. Pelayanan cepat dan pegawai nya ramah.",5,183,meski belakang selalu ramai daripada tenant lain beri kesan hidup selalu kunjung sutos cepat pegawai ramah,106
313,"Chatime seri gm !! . Biasanya kalau kesini selalu pesan menu hazelnut choco milk tea tetapi kali ini penasaran sama rasa barunyaa. Dan langsung cinta ituu  , rasa nya itu unik ada campuran dari santan / creamer yang di padukan sama rasa dari buah mangga, enak dan tidak bikin eneg. Sayangnya Buat yang tidak suka es khusus menu gm wajib pakai es tetapi tetep enak banget. . Rates : 10/10 . On Frame : Mango Milky Way 27K Hazelnut Choco Milk Tea 25K",5,448,chatime seri biasa kalau kesini selalu pesan menu hazelnut choco milk tea tetapi kali penasaran sama rasa barunyaa langsung cinta ituu rasa unik campur santan creamer padu sama rasa buah mangga enak tidak bikin eneg sayang buat tidak suka es khusus menu wajib pakai es tetapi tetep enak banget rates frame mango milky way hazelnut choco milk tea k,347
314,resto nya pegawai nya lama tolong,2,33,resto pegawai lama tolong,25
315,"makin maju , makin banyak upgrade interior nya. rasa & kualitas steak masih tetap sama.",5,87,makin maju makin banyak upgrade interior rasa kualitas steak masih tetap sama,77
316,"Lokasi nya sangat nyaman tetapi kalau siang sedikit panas, tempat nya bersih dan nyaman.",4,88,lokasi sangat nyaman tetapi kalau siang sedikit panas bersih nyaman,67
317,"Mapan semua , Mie nya enak, recommended",5,39,mapan semua mie enak recommended,32
318,suka tempatny ..cozy..,5,22,suka tempatny cozy,18
319,Setiap  weekend dapet promo,5,27,tiap weekend dapet promo,24
320,"Makanan minuman enak. Pelayanan kadang masih kurang. Belum selesai kadang makanan/ minuman sudah diambil, padahal masih ada makanan/ minuman nya. Toilet nya juga mampet, bau pesing juga. Semoga lebih baik lagi.",3,210,enak kadang masih kurang belum selesai kadang ambil padahal masih toilet mampet bau pesing moga lebih baik,106
321,"Carbonara nya kering saos nya , seperti carbonara indomie , seledri nya ada beberapa yang kuning , kualitas makanan tidak di jaga",1,129,carbonara kering saos carbonara indomie seledri beberapa kuning kualitas tidak jaga,83
322,tempat nya cozy dan bersih. kopi sama roti nya enak. pegawai nya ramah,5,70,cozy bersih kopi sama roti enak pegawai ramah,45
323,SAYA SANGAT DIRUGIKAN DEPOT BU RUDI DI PASAR ATOM. SAYA BELI PISANG GORENG. KEMARIN TANGGAL 25 MEI 2022 SAYA LUPA AMBIL KARENA MEMANG SAAT ITU PISANG GORENG BELUM READY. SAYA DI KASIH NOTED KERTAS TANDA BELUM ATAU KURANG AMBIL. PADA TANGGAL 26 MEI 2022 SAYA BERNIAT UNTUK SAMPAIKAN DENGAN BUKTI NOTED KERTAS DARI KOKO PENJAGA DI BAGIAN GORENGAN. NOTA TIDAK DI AKUI. SAYA DIRUGIKAN. BAGAIMANA TANGGUNGJAWAB DEPOT BU RUDI DENGAN UANG SAYA YANG SUDAH TERDEPOSITE DI BU RUDI PASAR ATOM.,1,482,sangat rugi depot bu rudi pasar atom beli pisang goreng kemarin tanggal mei lupa ambil karena memang pisang goreng belum ready kasih noted kertas tanda belum kurang ambil tanggal mei niat bukti noted kertas koko jaga goreng nota tidak aku rugi bagaimana tanggungjawab depot bu rudi uang terdeposite bu rudi pasar atom,317
324,"Minta tolong kepada Owner, tolong diedukasi ke pegawai nya kalau kerja yang jujur & profesional, kalau mau kirim barang ke Ojol harus ditulis berat barang sesuai barang jangan asal ketik, yang seharusnya 15 kg ditulis 1 kg demi hemat ongkir, ini jelas merugikan driver Ojol.",1,274,minta tolong owner tolong edukasi pegawai kalau kerja jujur profesional kalau mau kirim barang ojol tulis berat barang sesuai barang jangan asal ketik kg tulis kg hemat ongkir jelas rugi driver ojol,198
325,"Parkiran luas. Tempat bersih, nyaman dan instagramable. L dasar: parkir. L1: oleh-oleh. L2: resto dalam dan luar ruangan. L3: privat dan mushola. Menu beragam dan enak. Pelayanan ramah dan cepat.",5,195,parkir luas bersih nyaman instagramable dasar parkir resto luar ruang privat mushola menu agam enak ramah cepat,111
326,"Cek lama banget , siap siap dolanan",1,35,cek lama banget siap siap dolan,31
327,pelayanan nya tidak banget. kak nya tidak ramah. terutama kak kasir nya!,1,72,tidak banget kak tidak ramah utama kak kasir,44
328,Mantan ikan gurame nya,5,22,mantan ikan gurame,18
329,"Pelayanan sangat lama, tidak satset, tidak seperti chatime lainnya, driver datang tidak  langsung jadi, masih menunggu driver datang, padahal sudah resto super..",1,161,sangat lama tidak satset tidak chatime lain driver datang tidak langsung jadi masih tunggu driver datang padahal resto super,124
330,"Soto Cak Har tidak pernah diragukan untuk rasa nya yang enak. Cak Har Pusat tidak terlalu antri dibandingkan beli di jalan MERR dan bisa bayar pakai Qris. Soto tiga, es jeruk 2, 1 es teh, kerupuk 2 habis Rp111 ribu. Jajanan nya juga ada cendol, puding, madu, otak2 ikan, Keripik tempe.",5,285,soto cak har tidak pernah ragu rasa enak cak har pusat tidak terlalu antri banding beli jalan merr bayar pakai qris soto tiga es jeruk es teh kerupuk habis rp ribu jajan cendol puding madu otak ikan keripik tempe,212
331,Karyawan kebanyakan bercanda,1,28,karyawan banyak canda,21
332,"Steak untuk fine dine, sejak saya masih sampai",5,46,steak fine dine sejak masih,27
333,Cocok untuk kerja. Namun terlalu ramai di weekend malam.,5,56,cocok kerja namun terlalu ramai weekend malam,45
334,tempat nya enak buat nyore,5,26,enak buat nyore,15
335,"Indonesian food restaurant, located inside Citraland Residence. Known best for its Ikan bakar, ikan pesmol. Pepes also nice. Good service, nice staff",5,149,indonesian food restaurant located inside citraland residence known best ikan bakar ikan pesmol pepes also nice good service nice staff,135
336,"biasa, bukan penggila cheese",5,28,biasa bukan gila cheese,23
337,"Paling enak masakan gurami bakar, hanya saja untuk cah kangkung masih kurang sedap",5,82,paling enak masakan gurami bakar cah kangkung masih kurang sedap,64
338,"Pelayanan cepat, tempat nyaman banget, suasana juga oke cocok buat acara keluarga",5,81,cepat nyaman banget suasana oke cocok buat acara keluarga,57
339,lagi hujan tetapi lihat dari kejauhan,5,37,hujan tetapi lihat jauh,23
340,Sedia kebutuhan sehari-hari,5,27,sedia butuh hari,16
341,Mantul... enak banget...suasana nya nyaman...,5,45,mantul enak banget suasana nyaman,33
342,"Tempat Ngopi dan Bersantai favorit di TP 6. Nyaman,luas,pelayanan nyaman Kalau Kopi nya mah Juara seperti biasanya.",4,115,ngopi santa favorit nyaman luas nyaman kalau kopi mah juara biasa,65
343,Nyaman untuk nongkrong,5,22,nyaman nongkrong,16
344,Langganan disini.paling enak soto nya dimakan ditempat karena koya nya banyak dan makan nya bareng orang banyak.,5,112,langgan sini paling enak soto karena koya banyak bareng orang banyak,68
345,"Saya setiap datang selalu dengan senyum, tetapi setiap barista nya yang kak kak jilbaban saya selalu dibikin badmood dengan attitudenya. terimakasih lho",2,152,tiap datang selalu senyum tetapi tiap barista kak kak jilbab selalu bikin badmood attitudenya terimakasih lho,109
346,"Agak remang2 ja sih,,, tetapi after all,cozy kok",4,48,agak remang ja sih tetapi all cozy kok,38
347,"This is the premium version of kopken with upgraded menus and tools. Ada banyak tambahan menu dan tentunya tambahan harga juga. Sekarang ada mix mocktail cold brew, beberapa pilihan biji kopi, v60, pastry, dan lainnya lagi. Untuk seating layout masih sama seperti dulu, hanya interior nya terutama bagian order dan cashier lebih terang dan memberikan vibe lebih premium dan cerah. Overall masih tempat yang oke untuk ngopi, nongkrong, kerja tugas, hanya perlu nambah budget saja.",5,479,premium version upgraded nus tools banyak tambah menu tentu tambah harga sekarang mix mocktail cold brew beberapa pilih biji kopi pastry lain seating layout masih sama dulu interior utama order cashier lebih terang beri vibe lebih premium cerah overall masih oke ngopi nongkrong kerja tugas perlu nambah budget,310
348,"Secara kualitas masih sama seperti Chatime pada umumnya. Mungkin yang perlu di jadikan concern ketika upselling produk nya. kalau yang datang orang orang yang sering beli Chatime/orang FnB masih nyaman karena mereka akan paham cara upselling. Sedikit saran dari saya, kalau mau menawarkan topping, mungkin kalimat nya bisa di ubah dengan cara Mau tambah topping apa kak? bukan Mau topping apa kak?",2,397,cara kualitas masih sama chatime umum mungkin perlu jadi concern upselling produk kalau datang orang orang sering beli chatime orang fnb masih nyaman karena paham cara upselling sedikit saran kalau mau tawar topping mungkin kalimat ubah cara mau tambah topping apa kak bukan mau topping apa kak,294
349,Tempat terbaik makan siang,5,26,baik siang,10
350,bagus banget,5,12,bagus banget,12
351,"Staff sangat membantu , saya bawa cucu staff dengan cepat mengantar ke meja saya",5,80,staff sangat bantu bawa cucu staff cepat antar meja,51
352,Pesen chicken steak sampai 1 meja selesai belum datang,1,54,sen chicken steak meja selesai belum datang,43
353,"Tempat nya nyaman, rasa makanan juga enak.. enak deh",5,52,nyaman rasa enak enak,21
354,"Sudah lama tidak ke Excelso dan cobain yang di Pakuwon Mall ini. Pelayanan Excelso biasanya ramah dan sangat membantu. Ini pelayan cowo nya pura-pura tidak lihat saat dipanggil. Saat mengantar makanan ditaruh di pinggir jadi kita harus ambil sendiri sudah seperti makan di tempat prasmanan. Minuman Avocado Float baru keluar setelah beberapa makanan habis. Saat ditanya ke kak nya yang nama nya Sally, tidak ada minta maaf nya hanya ngomong  Sedang di blender kak . Saat ngomong dan tanya order (karena beberapa tidak keluar) juga agak ketus. Pesen spaghetti dan fettuccine semua nya overcooked jadi tidak enak. Pengalaman buruk banget, tidak akan balik yang di Pakuwon Mall. Jelek banget service nya.",2,701,lama tidak cobain pakuwon mall biasa ramah sangat bantu cowo pura tidak lihat panggil antar taruh pinggir jadi ambil sendiri prasmanan avocado float baru keluar telah beberapa habis tanya kak nama sally tidak minta maaf ngomong sedang blender kak ngomong tanya order karena beberapa tidak keluar agak ketus sen spaghetti fettuccine semua overcooked jadi tidak enak alam buruk banget tidak balik pakuwon mall jelek banget service,428
355,"Agak panas, mungkin ac-nya mati kemarin.",5,40,agak panas mungkin acnya mati kemarin,37
356,"The atmosphere is elegant, the fragrance is rich, mellow and intoxicating, and the lighting is soft. It is a good place to gather, reminisce and talk. .",5,152,atmosphere elegant fragrance rich mellow intoxicating lighting soft good place gather reminisce talk,100
357,Tempat langganan buat Ngopi. Letak nya di gm 2 sebelah SOGO. Menu Favorit Latte / Green Tea dan Peanut Panini. Starbucks disini selalu ramai pengunjung.,5,152,langgan buat ngopi letak belah sogo menu favorit latte green tea peanut panini starbucks sini selalu ramai unjung,113
358,"Harga sesuai rasa, nyaman, aman ... pelayan sangat ramah",5,56,harga sesuai rasa nyaman aman sangat ramah,42
359,"Bu kris ruko pengampon. Baru kali ini saya seperti merasa di tipu begitu, beli kotakan tetapi dikasih harga masing2 per item, tetapi makanan yang di dapat tidak sesuai dengan harga per item tersebut, kecewa padahal sudah langganan dsini tetapi baru kali ini di kecewain, saya beli juga banyak, habis hampir 1.5 juta tetapi seperti tidak puas begitu, kalau dijelasin tidak detail banget pelayanan nya, kalau dikasih harga per item ya yang sesuai begitu lho sama makanan yang di dapat. Buat yang mau bungkus disini mending tanya yang detail deh daripada kena zonk seperti saya",1,574,bu kris ruko pengampon baru kali rasa tipu begitu beli kota tetapi kasih harga masing per item tetapi tidak sesuai harga per item sebut kecewa padahal langgan dsini tetapi baru kali kecewain beli banyak habis hampir juta tetapi tidak puas begitu kalau dijelasin tidak detail banget kalau kasih harga per item sesuai begitu lho sama buat mau bungkus sini mending tanya detail daripada kena zonk,393
360,"suasana nya nyaman penerangan juga pas, rasa minuman dan makanan dengan harga segitu termasuk enak worth to buy",5,111,suasana nyaman terang pas rasa harga segitu masuk enak worth buy,64
361,"Coba belajar dari paper cup sama merci cafe. Minuman mereka worth banget dengan harga segitu. Masa minuman kalian sudah gelas kecil, tidak diisi full, banyak laron, mahal lagi, dll.",1,181,coba ajar paper cup sama merci cafe worth banget harga segitu masa kalian gelas kecil tidak isi full banyak laron mahal,119
362,Gacoan margo lambat banget. Terima nota pukul 20.18. Keluar dari gacoan 21.00. Order hanya 1 mie dan 1 dimsum. 18 februari 2024,1,127,gaco margo lambat banget terima nota pukul keluar gaco order mie dimsum februari,80
363,"Bu Kris emg pilihan kalau lagi mau indonesian food dimana semua menu ada, mulai dari penyetan hingga empek empek ada semua, dengan harga yang relatif stabil. Sayang cabang bu kris ini bertempat di dalam kompleks pertokoan sehingga yang berkemdaraan harus bayar parkir kompleks sekitar 8 ribu untuk mobil",4,303,bu kris emg pilih kalau mau indonesian food mana semua menu mulai penyet hingga empek empek semua harga relatif stabil sayang cabang bu kris kompleks toko berkemdaraan bayar parkir kompleks ribu mobil,200
364,Jual roti....enak dan murah banget,5,34,jual roti enak murah banget,27
365,"Sistem layanan yang semakin buruk, kemarin kebagian tempat duduk mana, malah ke pindah gara2 sudah ditempatin orang lain, malah kita yang cari tempat nya, tetapi untung karyawan yang lainnya mau merespon dengan cepat.",3,217,sistem makin buruk kemarin duduk mana malah pindah gara ditempatin orang lain malah cari tetapi untung karyawan lain mau merespon cepat,135
366,"Makanan enak, minuman enak, sayang tidak ada mushola",4,52,enak enak sayang tidak mushola,30
367,"Paling suka Starbucks di TP 6. Favorit spot di open area nya. bisa ngopi sambil bengong & lihat aktivitas mobil2 di bawah yang lalu lalang, healing ala aku meski tetap di dalam mall :) jangan malu buat tanya minuman recommended barista nya & snack yang dimau.",4,259,paling suka starbucks favorit spot open area ngopi bengong lihat aktivitas mobil bawah lalu lalang healing ala aku meski tetap mall jangan malu buat tanya recommended barista snack mau,184
368,"toilet nya di maintenance dong, air wc dan air wastafel kok mati semua.",1,71,toilet maintenance air wc air wastafel kok mati semua,53
369,enak makanan nya dan waitress nya ramah pelayanan nya.,4,54,enak waitress ramah,19
370,Store manager nya senior saya,5,29,store manager senior,20
371,"bintang 3 dulu, drive thru nya agak lambat cuy, 20 menitan menunggu tidak keluar2 itu minuman",3,93,bintang dulu drive thru agak lambat cuy menit tunggu tidak keluar,65
