ID	REVIEW	LABEL
215	Lagi susah nyari kopi.. Tengok kanan kiri.. eh ketemu sama kopken pas depan pintu masuk phc... Jadi ngopi dulu deh... Pelayanan cepat.. Dan di layani sesuai dengan request kopi nya mau pahit.. Pahit manis.. Sesuai selera.. Mantap	5
216	Enak untuk WFC	5
217	tempat nya asyik dan minuman nya rasa nya mantap	5
218	Meski banyak pengunjung tetapi tempat tidak ada kurangnya, enak sih	5
219	tempat nya bagus.,enak buat nyantai setelah keliling2 tetapi.	5
220	Ramah pelayanan nya	5
221	Gurami Pesmol is delicious.	5
222	Tidak se enak dulu yang masak beda kali	1
223	Pelayanan nya baik karyawan nya ramah	5
224	Pelayanan nya bagus , dari team kasir salah kasih minuman , tetapi kita juga lupa pesanan nya apa jadi nya asal minum saja , tetapi team kasir nya inget kalau kita pesan Red Velvet tetapi di kasih pesanan beda , tetapi sama kakak kasir nya langsung diganti lagi dengan pesanan yang benar pelayanan nya good job kak , pertahanin kak bro	5
225	Bisa duduk berjam-jam tanpa ditawari menu. Lumayan jadi tempat melepas penat tanpa keluar uang.	1
226	Mantap...ramai dari pelanggan secara offline maupun online... Lebih asyik dan lebih berkembang.... Saking ramai nya sampai banyak driver ojek dari berbagai aplikasi ojek online... Terlihat bagus ber aneka ragam pembeli,yang menunjukkan indonesia bhineka tunggal ika... berbagai macam warna tetapi tetap bersatu dan rukun... Bila perlu semua para ojek online nya di gratis kan untuk parkir nya... Kasihan mereka hanya sekedar mengambil pesanan saja.. hanya sebentar.	5
227	Makanan cukup enak. Penyajian makanan agak lama, mungkin karena volume pengunjung. Tempat makan dan parkir terbatas, namun lokasi nya strategis	4
228	Parah banget pelanyanan nya lama banget tolong di perbaiki kinerja pegawai nya	1
229	Tempat kopi dengan suasana yang kondusif. Nyaman	5
230	mantap banget	5
231	Resto lama  karyawan hanya mengutamakan makan di tempat,  druver ojol di nomor duakan, KURANG RAMAH SAMA OJOL,	1
232	Banyak varian....	5
233	tempat nya oke nyaman kamar mandi juga oke tetapi sayang air nya selalu sedikit, mie nya oke murah	5
234	Soft dan cocok dengan minuman Kopi. Pas tidak terlalu manis sesuai request. Pelayanan bagus tetap di pertahankan. Enak tidak terlalu manis	5
235	tempat nya nyaman dan luas	5
236	Ini cafe dengan pelayanan terbaik saat ini di surabaya dengan makanan juga cukup enak di surabaya. Area parkir yang cukup luas. Bisa juga untuk meeting karena ada vip room nya.. minus hanya satu saja. Tempat sholat nya perlu di tingkatkan jangan di taruh belakang seperti Tempat berhantu.	5
237	tidak pernah ketinggalan kalau ke surabaya. Nasi empal udang dan sambal ijo..enak. Ada aneka oleh-oleh juga, jadi bisa sekalian brli oleh-oleh disana..	5
238	Tempat nyaman, fasilitas oke deh bersih ads tempat main ank yang cocok buat keluarga	5
239	Suasana tenang, enak kalau buat kumpul keluarga.	5
240	Kuah enak. Tapi... Ayam nya kalau makan disini sedikit banget   seperti bukan cak har asli	3
241	service nya buruk banget tidak seperti di tp 3 sama tp 6 ramah2 pantes tempat nya sepi	1
242	Untuk semua driver harap dilihat kalau antar untuk cs, saya sudah 2 x kena pesanan ini (resto tp 6 lantai 3) tanpa alas cup, alhasil tumpah Tolong di cek untuk mesin press sering bocor  Driver tidak bisa cek barang bocor atau tidak dikarenakan kalau kirim sudah kondisi di kretek/kabeltis Untuk call center tolong dijawab bila ada keluhan dari cs biar tahu kondisi di lapangan	3
243	Saya makan ber empat dengan mama saya dan anak saya 2 20 menit saya menunggu makanan keluar lama sekali. Akhirnya saya cancel 2 menu yang belum keluar. Sangat disayangkan restoran ini mengutamakan pelanggan ojek online terlebih dahulu untuk pesanan. Ketika saya cancel dan pembayaran makanan baru buru2 siap dikeluarkan. Kenapa sebelumnya tidak begitu saja mengutamakan pelanggan yang datang?	2
244	taste nya strong mantap buat pecinta kopi	5
245	Ada di POM Bensin dekat Damkar Rangkah arah Soewandhie	5
246	Interior bagus dan rasa beverage sesuai standard dan cake nya oke, tadi beli red velvet tetapi ac mati jadi panas banget, terus rasa jadi enek begitu rasa cake nya, pembayaran disini bisa cash qris starbucks card debit  dan cc Saran untuk manajemen untuk perhatikan atmosfer ya, karena cafe kalau panas banget ya akan ogah	2
247	Datang kesini jam10 pagi sambil menunggu anak main di playtopia pelayanan cepat, tempat bersih, tenang. Overall oke untuk menunggu	5
248	Enak menu penyetan nya, juga pangsit mie ayam	5
249	Nyobain Cafe Macchiato harga nya 39rb.. kopi nya lumayan... Milk Tea Boba 29rb.. Yakult Green Tea 25rb.. kalau mau segar, bisa coba pesan yang yakult green tea.. segar dan light taste nya... Boba nya kecil dan manis..	5
250	Pelayanan sangat ramah	5
251	Pesan di gojek	5
252	Nunggu goreng ayam sampai  30 menit, memang  selama itukah	1
253	Tempat bersih dan nyaman Dan juga lumayan sepi Tidak terlalu Ramai Pelayanan nya baik ,cepat dan ramah terimakasih Sukses Selalu buat Pemilik Starbucks beserta para tim nya Salam Sukses	4
254	Penyetan keroyokan nya juara, sambal nya pedas dan gurih.	5
255	Tempat makan ini sudah legendaris, jadi rasa nya memang khas. Banyak orang datang kesini. Namun saya kurang sedikit cocok dengan sambal nya	5
256	Bersih, pelayanan ramah	5
257	kalau lagi suntuk banget, ngopi sih solusi nya di kopken biar pikiran saya tenang	5
258	makanan nya enak dan pelayanan ramah	5
259	Enak banget	5
260	Lokasi cukup strategis karena persis di depan jalan besar dan mudah di cari. terletak di dalam area perbelanjaan Maspion Square membuat cabang ini strategis bagi para pecinta kopi. Tempat indoor yang dilengkapi dengan AC cukup sempit dan lebih kecil dibandingkan dengan area outdoor nya. Harga terjangkau dan cocok digunakan untuk nongkrong bersama sahabat.	5
261	Tempat nyaman dan pelayanan bagus	5
262	Pelayanan lama banget..dahulukan yang bungkus..kecewa	1
263	Kalau boleh saran tempat duduk nya yang sudah bolong seharusnya di ganti terus suasana nya juga di buat senyaman mungkin, konsep nya itu loh paling jadul dari pada store lainnya kan lak ya jadi tidak betah lama lama nongkrong di sana	3
264	Cafe bintang 4 toilet bintang 1. Kondisi mengenaskan, kotor dan malfungsi.	3
265	sangat memuaskan dan ada tempat untuk minum diluar kios nya, untuk harga dan menu sama saja, tetapi yang ini lebih istimewa. tempat yang sepi menambahkan experience untuk me time nya. tidak keganggu dengan bising orang-orang sekitar	5
266	Kopi nya sudah terkenal ya. Cinta Indonesia harus kesini. Kalo ke Surabaya ngopi sini saja.	4
267	Corndog nya enak, saos keju nya the best. karyawan nya selalu membantu penggunaan poin	5
268	Pelayanan memuaskan. Minuman berkualitas. Suasana nyaman. Parking: Yang saya heran mengapa masih ada saja preman parkir nya. Dimintai karcis parkir, ditimpali dengan belum datang.	5
269	Tempat kurang nyaman untuk meeting . tidak ada sofa. Kursi keras. tidak cocok untuk jadi excelso kurang cozy untuk meeting.	2
270	Staff nya yang laki tidak ramah. Bad attitude	1
271	minum nya enak, tempat nya nyaman	5
272	Lokasi enak untuk surabaya timur	5
273	Rasa sudah jelas enak. yang tidak enak, kalau ada pengunjung yang merokok, asap nya kehirup sampai bagian dalam. Lebih baik diberi pintu supaya ada pemisahan area merokok & non. Lantai juga kurang bersih. Kalau pesan campur, siap2 dapat daging ayam yang hanya 2-3 potong kecil2, sisanya jeroan   jarang ada telor muda/uritan. Btw, harga soto 25 ribu, lebih mahal dari Soto Cak Kan panjang jiwo jemursari yang sama2 enak tetapi porsi lebih banyak dan lebih murah	4
274	Pesan americano on the rock - biar tidak terlalu banyak eh tetap saja full entah es nya cepat leleh atau memang di tambah air Soalnya di starbucks lain tidak sampai full dan masih terasa pait kalau di sini beberapa kali selalu full Tapi katanya memang americano ya sudah di terima saja di ganti juga pasti di buang kan sayang	2
275	kopi nya jumbo mantap, kopi nya nampol sekali	5
276	Barista kopi tetapi tidak memasukkan kopi ke dalam kopi nya. Diminta pertanggung jawaban hanya dikembalikan 10 ribu padahal saya beli nya 90 ribu. Edited : kak dan kak nya datang perbaikin kopi nya dan kasih kupon gratis, lopyu gais	5
277	tempat nya kecil, cocoknya bawa pulang	4
278	kakak nya ramah2, tempat nya bikin betah	5
279	promo menarik, harga terjangkau	5
280	Starbucks di lv UG Sogo ( TP 4). Walaupun cukup terpencil, tetap ramai. Banyak orang mengerjakan tugas / buka laptop... Onframe : jasmine clementine matcha latte (seasonal flavor)	5
281	Sangat recommended sekali bila hendak makan bersama keluarga dengan hidangan yang beraneka varian dari soto biasa sampai sesuai dengan keinginan (spesial). Pelayanan cepat dan ramah, lingkungan nyaman dan bersih dengan area parkir yang cukup memadahi (kondisional) juru parkir nya handal. Hidangan bagi saya pribadi enak banget.... selamat menikmati	5
282	The coffee is cold	5
283	pelayanan betul2 menyebalkan. minuman sudah siap, di biarkan saja tidak di antar2 ke customer. akhirnya setelah menunggu 5 menit saya bilang minuman saya sudah siap kenapa tidak di antar2 kak nya hanya ambil sambil di lempar di meja dan tidak di jawab. benar2 tidak sopan!!!!!!!	1
284	Sangat recommended	4
285	tempat nya di food society, kopken mantan nya favorit banget. Pelayanan ramah & cepat. Ketagihan terus karena suka banget kopi	5
286	Tempat kecil, tetapi lumayan untuk singgah sebentar	5
287	Nyaman, bersih, ramah	5
288	Pelayanan baik, Responsif.	5
289	Tempat nya nyaman buat nongkrong,,,kak nya ramah2 apalagi store manager nya  ,,,taro milk tea pke toping aloe vera paling favorit deh	5
290	Pelayanan seperti kopken pada umumnya. Menu kopi kelapa pilihan baru	4
291	Menyenangkan, banyak tersedia kursi dan meja. Ada ruangan yang bisa di reservasi. Banyak varian tenant dari fnb group. Pelayanan ramah dan cepat	5
292	Bisa santai selama menunggu waktu..	5
293	Tempat sangat nyaman buat kerja. Kopi nya juga enak, staff nya juga ramah	5
294	barista nya pada ramah dan helpfull banget, recommended buat yang mau sekedar me time atau nugas juga.	5
295	kak kalau driver online minuman jatuh karena bukan kesengajaan namun kelalaian pihak barista dalam mengikat kabel tis yang tidak rapat sehingga jatuh harusnya diberikan potongan harga kak mengganti bukan malah diberi harga offline . ....tempat lain gratis kak makanan minuman jatuh karena tidak disengaja oleh ojol diganti baru.  ...contoh richesse	1
296	Ada Beberapa Macam Menu Ini Buat Sarapan	5
297	tolong di benahi untuk layanan ONLINE NYA...	1
298	makanan nya cukup enak dan porsi nya cukup besar( fyi  biasanya makan porsi kecil). kakak nya enak diajak komunikasi dengan berbagai pilihan menu andalan mereka	5
299	Kualitas rasa nya enak banget, Saya dikasi rekomendasi sama kak nya, Saya suka, kak ya ramah, pertahankan untuk trans icon	5
300	mahal, harga setara coffee shop diatasnya	3
301	Nice place dan yummy menu2 nya :)	5
302	tempat mini, agak susah juga nyarinya	4
303	Dapet harga Promo Hazelnut nya tetapi 17K	5
304	kopken mantan nya enak. Pelayanan baik dan tempat cukup nyaman	5
305	Manajemen kurang bagus, masakan nya juga kurang maksimal beda dengan cabang lainnya. Pernah dibohongi untuk bayar makan dengan bill terpisah padahal itu order lain sebelumnya. Untuk diskon bank pun harus di split bill karena melebihi maksimal pembelian, padahal kalau sebelum pajak masih belum mencapai, sehingga diskon tidak bisa maksimal. orang nya sudah dikasi tahu tetapi terus ngeyel. Mohon hati2 kalau makan disini.	1
306	rasa nya enak sih, harga lumayan, porsi mungkin bisa ditambain 	5
307	Menu barunya segar banget	5
308	Tidak ramah, judes banget,kak nya horor... giliran ada kak beda cara ngomongnya,lagi nyari jodoh lu  lama banget juga pelayanan nya,beda dngn chatime lainnya	1
309	Tolong pramuniaga yang jaga hari ini tgl 12/10/2023 pukul 10.45 lebih ditraining lagi untuk wording nya, saya pesan americano tidak ditanya hot/cold tetapi langsung yang cold saja, giliran complain malah disalahkan karena saya tidak info.	1
310	kak Tika pelayanan nya baik banget, peduli banget sama pelanggan.	5
311	Salah satu starbucks paling ramah menurutku ya disini,datang waktu kemarin jam 12 siang tidak terlalu ramai,ya gitu2 saja sih Starbucks,service nya top,pesan menu promo yang berry2 an,satunya segar satunya mixed kopi berry. semoga service nya selalu optimal	5
312	Meski di belakang, kopken selalu ramai daripada tenant yang lain sehingga memberi kesan hidup. Saya selalu ke Kopken ketika berkunjung ke Sutos. Pelayanan cepat dan pegawai nya ramah.	5
313	Chatime seri gm !! . Biasanya kalau kesini selalu pesan menu hazelnut choco milk tea tetapi kali ini penasaran sama rasa barunyaa. Dan langsung cinta ituu  , rasa nya itu unik ada campuran dari santan / creamer yang di padukan sama rasa dari buah mangga, enak dan tidak bikin eneg. Sayangnya Buat yang tidak suka es khusus menu gm wajib pakai es tetapi tetep enak banget. . Rates : 10/10 . On Frame : Mango Milky Way 27K Hazelnut Choco Milk Tea 25K	5
314	resto nya pegawai nya lama tolong	2
315	makin maju , makin banyak upgrade interior nya. rasa & kualitas steak masih tetap sama.	5
316	Lokasi nya sangat nyaman tetapi kalau siang sedikit panas, tempat nya bersih dan nyaman.	4
317	Mapan semua , Mie nya enak, recommended	5
318	suka tempatny ..cozy..	5
319	Setiap  weekend dapet promo	5
320	Makanan minuman enak. Pelayanan kadang masih kurang. Belum selesai kadang makanan/ minuman sudah diambil, padahal masih ada makanan/ minuman nya. Toilet nya juga mampet, bau pesing juga. Semoga lebih baik lagi.	3
321	Carbonara nya kering saos nya , seperti carbonara indomie , seledri nya ada beberapa yang kuning , kualitas makanan tidak di jaga	1
322	tempat nya cozy dan bersih. kopi sama roti nya enak. pegawai nya ramah	5
323	SAYA SANGAT DIRUGIKAN DEPOT BU RUDI DI PASAR ATOM. SAYA BELI PISANG GORENG. KEMARIN TANGGAL 25 MEI 2022 SAYA LUPA AMBIL KARENA MEMANG SAAT ITU PISANG GORENG BELUM READY. SAYA DI KASIH NOTED KERTAS TANDA BELUM ATAU KURANG AMBIL. PADA TANGGAL 26 MEI 2022 SAYA BERNIAT UNTUK SAMPAIKAN DENGAN BUKTI NOTED KERTAS DARI KOKO PENJAGA DI BAGIAN GORENGAN. NOTA TIDAK DI AKUI. SAYA DIRUGIKAN. BAGAIMANA TANGGUNGJAWAB DEPOT BU RUDI DENGAN UANG SAYA YANG SUDAH TERDEPOSITE DI BU RUDI PASAR ATOM.	1
324	Minta tolong kepada Owner, tolong diedukasi ke pegawai nya kalau kerja yang jujur & profesional, kalau mau kirim barang ke Ojol harus ditulis berat barang sesuai barang jangan asal ketik, yang seharusnya 15 kg ditulis 1 kg demi hemat ongkir, ini jelas merugikan driver Ojol.	1
325	Parkiran luas. Tempat bersih, nyaman dan instagramable. L dasar: parkir. L1: oleh-oleh. L2: resto dalam dan luar ruangan. L3: privat dan mushola. Menu beragam dan enak. Pelayanan ramah dan cepat.	5
326	Cek lama banget , siap siap dolanan	1
327	pelayanan nya tidak banget. kak nya tidak ramah. terutama kak kasir nya!	1
328	Mantan ikan gurame nya	5
329	Pelayanan sangat lama, tidak satset, tidak seperti chatime lainnya, driver datang tidak  langsung jadi, masih menunggu driver datang, padahal sudah resto super..	1
330	Soto Cak Har tidak pernah diragukan untuk rasa nya yang enak. Cak Har Pusat tidak terlalu antri dibandingkan beli di jalan MERR dan bisa bayar pakai Qris. Soto tiga, es jeruk 2, 1 es teh, kerupuk 2 habis Rp111 ribu. Jajanan nya juga ada cendol, puding, madu, otak2 ikan, Keripik tempe.	5
331	Karyawan kebanyakan bercanda	1
332	Steak untuk fine dine, sejak saya masih sampai	5
333	Cocok untuk kerja. Namun terlalu ramai di weekend malam.	5
334	tempat nya enak buat nyore	5
335	Indonesian food restaurant, located inside Citraland Residence. Known best for its Ikan bakar, ikan pesmol. Pepes also nice. Good service, nice staff	5
336	biasa, bukan penggila cheese	5
337	Paling enak masakan gurami bakar, hanya saja untuk cah kangkung masih kurang sedap	5
338	Pelayanan cepat, tempat nyaman banget, suasana juga oke cocok buat acara keluarga	5
339	lagi hujan tetapi lihat dari kejauhan	5
340	Sedia kebutuhan sehari-hari	5
341	Mantul... enak banget...suasana nya nyaman...	5
342	Tempat Ngopi dan Bersantai favorit di TP 6. Nyaman,luas,pelayanan nyaman Kalau Kopi nya mah Juara seperti biasanya.	4
343	Nyaman untuk nongkrong	5
344	Langganan disini.paling enak soto nya dimakan ditempat karena koya nya banyak dan makan nya bareng orang banyak.	5
345	Saya setiap datang selalu dengan senyum, tetapi setiap barista nya yang kak kak jilbaban saya selalu dibikin badmood dengan attitudenya. terimakasih lho	2
346	Agak remang2 ja sih,,, tetapi after all,cozy kok	4
347	This is the premium version of kopken with upgraded menus and tools. Ada banyak tambahan menu dan tentunya tambahan harga juga. Sekarang ada mix mocktail cold brew, beberapa pilihan biji kopi, v60, pastry, dan lainnya lagi. Untuk seating layout masih sama seperti dulu, hanya interior nya terutama bagian order dan cashier lebih terang dan memberikan vibe lebih premium dan cerah. Overall masih tempat yang oke untuk ngopi, nongkrong, kerja tugas, hanya perlu nambah budget saja.	5
348	Secara kualitas masih sama seperti Chatime pada umumnya. Mungkin yang perlu di jadikan concern ketika upselling produk nya. kalau yang datang orang orang yang sering beli Chatime/orang FnB masih nyaman karena mereka akan paham cara upselling. Sedikit saran dari saya, kalau mau menawarkan topping, mungkin kalimat nya bisa di ubah dengan cara Mau tambah topping apa kak? bukan Mau topping apa kak?	2
349	Tempat terbaik makan siang	5
350	bagus banget	5
351	Staff sangat membantu , saya bawa cucu staff dengan cepat mengantar ke meja saya	5
352	Pesen chicken steak sampai 1 meja selesai belum datang	1
353	Tempat nya nyaman, rasa makanan juga enak.. enak deh	5
354	Sudah lama tidak ke Excelso dan cobain yang di Pakuwon Mall ini. Pelayanan Excelso biasanya ramah dan sangat membantu. Ini pelayan cowo nya pura-pura tidak lihat saat dipanggil. Saat mengantar makanan ditaruh di pinggir jadi kita harus ambil sendiri sudah seperti makan di tempat prasmanan. Minuman Avocado Float baru keluar setelah beberapa makanan habis. Saat ditanya ke kak nya yang nama nya Sally, tidak ada minta maaf nya hanya ngomong  Sedang di blender kak . Saat ngomong dan tanya order (karena beberapa tidak keluar) juga agak ketus. Pesen spaghetti dan fettuccine semua nya overcooked jadi tidak enak. Pengalaman buruk banget, tidak akan balik yang di Pakuwon Mall. Jelek banget service nya.	2
355	Agak panas, mungkin ac-nya mati kemarin.	5
356	The atmosphere is elegant, the fragrance is rich, mellow and intoxicating, and the lighting is soft. It is a good place to gather, reminisce and talk. .	5
357	Tempat langganan buat Ngopi. Letak nya di gm 2 sebelah SOGO. Menu Favorit Latte / Green Tea dan Peanut Panini. Starbucks disini selalu ramai pengunjung.	5
358	Harga sesuai rasa, nyaman, aman ... pelayan sangat ramah	5
359	Bu kris ruko pengampon. Baru kali ini saya seperti merasa di tipu begitu, beli kotakan tetapi dikasih harga masing2 per item, tetapi makanan yang di dapat tidak sesuai dengan harga per item tersebut, kecewa padahal sudah langganan dsini tetapi baru kali ini di kecewain, saya beli juga banyak, habis hampir 1.5 juta tetapi seperti tidak puas begitu, kalau dijelasin tidak detail banget pelayanan nya, kalau dikasih harga per item ya yang sesuai begitu lho sama makanan yang di dapat. Buat yang mau bungkus disini mending tanya yang detail deh daripada kena zonk seperti saya	1
360	suasana nya nyaman penerangan juga pas, rasa minuman dan makanan dengan harga segitu termasuk enak worth to buy	5
361	Coba belajar dari paper cup sama merci cafe. Minuman mereka worth banget dengan harga segitu. Masa minuman kalian sudah gelas kecil, tidak diisi full, banyak laron, mahal lagi, dll.	1
362	Gacoan margo lambat banget. Terima nota pukul 20.18. Keluar dari gacoan 21.00. Order hanya 1 mie dan 1 dimsum. 18 februari 2024	1
363	Bu Kris emg pilihan kalau lagi mau indonesian food dimana semua menu ada, mulai dari penyetan hingga empek empek ada semua, dengan harga yang relatif stabil. Sayang cabang bu kris ini bertempat di dalam kompleks pertokoan sehingga yang berkemdaraan harus bayar parkir kompleks sekitar 8 ribu untuk mobil	4
364	Jual roti....enak dan murah banget	5
365	Sistem layanan yang semakin buruk, kemarin kebagian tempat duduk mana, malah ke pindah gara2 sudah ditempatin orang lain, malah kita yang cari tempat nya, tetapi untung karyawan yang lainnya mau merespon dengan cepat.	3
366	Makanan enak, minuman enak, sayang tidak ada mushola	4
367	Paling suka Starbucks di TP 6. Favorit spot di open area nya. bisa ngopi sambil bengong & lihat aktivitas mobil2 di bawah yang lalu lalang, healing ala aku meski tetap di dalam mall :) jangan malu buat tanya minuman recommended barista nya & snack yang dimau.	4
368	toilet nya di maintenance dong, air wc dan air wastafel kok mati semua.	1
369	enak makanan nya dan waitress nya ramah pelayanan nya.	4
370	Store manager nya senior saya	5
371	bintang 3 dulu, drive thru nya agak lambat cuy, 20 menitan menunggu tidak keluar2 itu minuman	3
372	Mie Mapan di BG Junction adalah surga bagi pecinta mie. rasa nya autentik dan cita rasa nya khas. Suasana restoran nya nyaman, cocok untuk keluarga atau teman. Pelayanan cepat dan ramah menambah kepuasan. Hidangan mie yang lezat dan variasi menu membuat Mie Mapan di BG Junction menjadi destinasi kuliner yang wajib dicoba bagi penggemar mie yang mencari pengalaman kuliner yang otentik.	5
373	Setiap ke Surabaya pasti mampir kesini...	5
374	sudah beberapa kali kesini karyawan nya selalu tidak ramah terus dijam set 8 lantai 2 katanya sudah close. Lt 1 tidak ada tempat untuk charger terus ada pembeli lain yang nyaut pasti alasannya begitu, mesti close Indo: selalu alasannya begitu, selalu close Makasih bukk mewakili sekali	3
375	Makanan oke tetapi pelayanan sang kasir trainee ini yang sangat tidak oke. saya usulkan tidak usah diterima kasir yang masih training baju putih itu sombong sekali, menghina. Saat pembayaran di jam 20.45:WIB Jumat , 22-12-2023. Pembayaran nyaris 2 juta tanya apa bill bisa dipending besok untuk souvernir boneka di GM, ekspresi muka dan jawaban nya bikin tersinggung. Heran ya, ini trainee kok nyinyir daripada karyawan tetap yang semua nya ramah	2
376	yang penting bisa rokok an	3
377	Dulu kesini waktu acara ultah teman yang ke 40. Kemarin ultah anak ke 7. Suasana nya ternyata cocok juga untuk ultah anak.	5
378	masakan nya enak	5
379	makanan nya enak, tempat nya nyaman	5
380	good place, good service, good recommended banget deh	5
381	Order dua menu, ayam empal dan empal bakwan. Take away. Waktu tunggu 10-15 menit. Pelayanan ramah. Tempat bersih, parkir mobil luas. Untuk rasa maaf menurut saya agak keasinan	3
382	Dari dulu sering banget beli chatime di sini. Cuma karena skr berusaha mengurangi minuman manis, jadi sudah jarang banget kesini. Akhirnya coba lagi beli, rasa nya masih enak tetapi memang manis walaupun sudah minta less sugar 50%. Mungkin saya saja yang sudah tidak biasa minum manis	5
383	The best pokoknya rasa nya	5
384	Di dalam Grand City Mall, Area smoke nya luas dan nyaman. Cocok buat menunggu keluarga belanja, kerja dengan laptop ataupun ketemu rekan Kopi dan menu standard excelso, recommended	4
385	Outlet yang disini lebih nyaman dibandingkan yang di eastcoast	5
386	kopken.. yang akan selalu di kenang... rasa nya enak banget..	5
387	Mumpung di TP, lagi pengen minum yang manis2 nih..  ..	5
388	Salah satu tujuan kalau mau makan steak yang affordable dengan rasa yang masih masuk. Staff nya ramah dan helpful. Karena letak nya di gm 3, jadi parkir nya ada di gm 3 Cukup ramai kalau hari lbr.	4
389	Enak pepes nya favorit	5
390	Empal suir nya favorit banget. sambal terasi nya ngangenin. Plus es susu dele nya.. mantap	5
391	mantap pokok nya... masakan nya cocok banget	5
392	Nyaman buat santai	5
393	saya tadi beli yang black aren ternyata tidak dapat rasa gula aren nya... Yang ada rasa nya seperti kenangan mantan... Padahal I have to pay more for it... Adil tidak?	2
394	kopi nya enak, manis nya pas, dan harga nya terjangkau buat semua kalangan. Ada dua tempat nongkrong yaitu area indoor dan outdoor. pelayanan nya cepat dan bisa menggunakan tunai maupun Qris. Alangkah lebih baik bila download terlebih dahulu aplikasi kopken untuk bisa dapatkan informasi tentang promo-promo yang ada.	5
395	sekarang kopken dah biasa saja, kadang zonk	2
396	Kopi mantan yang selalu enak	5
397	Outdoor nya sejuk, makanan nya enak. Favorit saya kopi gula aren dengan mini pizza dan mini wonton	5
398	tempat nya Betul2 Bersih dan Nyaman tempat nya, pengujung nya Ramai juga, Harga nya pun sangat terjangkau pelayanan nya juga sangat Ramah2, Pokoknya sangat Mantap sekali     .	5
399	Poor service... pelayan fera tidak ramah dan tidak sopan.. tolong jadi perhatian..	1
400	Lagi dan lagi  ... kusus.nya... gindaco... kalau jam 10...buka ..resto ..harus sudah prepare ... kalau ada pesanan itu langsung di proses .. bukan malah di tinggal ... sudah menunggu 10 menit.an... baru di proses.... tolonk di perbaiki...untuk pelayanan.nya. kepada pelanggan...  .... seharusnya.. jam buka resto ..harus ...siap proses... bukan ..malah di tinggal... tinggal aja... ... kecewa.... banget...	1
401	Pelayanan cepat, pegawai ramah asik deh	5
402	Makanan keluar nya lama	4
403	kopken termasuk kopi yang enak	5
404	Selalu mantap	5
405	Lama sekali kasir nya astaga.. 15 menit berdiri belum maju2 antrian nya.	1
406	Tempat nyaman,buat kerja santai,fas wifi,ramah pelayanan nya...	5
407	makanan nya enak Kami beli nasi campur nya 29rb (Sept 2021), enak ... Meski tidak ada udang dan empal nya (karena itu menu tersendiri) ... Dan porsi nya cukup banyak. Depot ini ada dalam food court PGS ... Banyak resto yang tutup ... Dan tempat duduk tidak telalu banyak ... Tetapi karena pengunjung yang makan juga tidak banyak maka tidak sampai terjadi perebutan. Bagi kami ... Beli nasi campur Bu Rudy memang pas Tetapi ini selera kami ya ... setiap orang punya seleranya masing2	4
408	pegawai cleaning service dilantai atas lantai 2 mohon di tegur dan di ajarkan tata cara sopan santun dalam bekerja. Dengan ciri :pakai topi hitam , baju hitam , celana hitam ,masker hitam, kurus karena sistem kerjanya seperti orang  lagi demo. Meja kursi dari kayu di dorong kasar dan bunyinya kasar .tidak sekali dua kali melainkan keterusan. Terimakasi	1
409	Yah okelah untuk nongkrong dan  , semua tersedia.... Tinggal atur saja waktu makan, minum, and nambah menu nya	5
410	Pelayanan Lama Cuma Pesan 1 Minum Nunggu 1 Jam lebih	1
411	Barista Yuk Tha sangat tidak ramah ya, lebih ramah customer di banding yang jual. Beli kopi buat nambah mood makin tidak mood, 2 hari beturut2 seperti itu.	3
412	pegawai nya sombong dan tidak ada attitude. Rasa kopi nya encer tidak enak, tidak seperti dulu. Jualan tidak amanah.	1
413	Topping pearl kenapa seakan-akan limited?	4
414	Sebelum pandemi lokasi nya bagus untuk sendirian.	5
415	Pesan nasi goreng ayam, benar2 tidak bisa di makan, nasi nya keras, dingin dan seperti nya nasi goreng frozen tetapi di microwave saja.. Pelayanan nya juga buruk, orang yang sudah selesai makan piring2 dan gelas tidak segera di angkat, meja kotor tidak segera di bersihkan.. Ini judul nya signature, minuman nya jauh lebih mahal daripada kopken biasa tetapi benar2 pelayanan nya buruk	1
416	pelayanan nya baik ramah dan cepat	5
417	kopi nya enak. Ada roti juga	5
418	tempat nya nyaman, pegawai nya ramah, cocok buat nugas	5
419	pelayanan nya sangat lama	1
420	tempat nya nyaman, tetapi mungkin pas lagi kemarau, kipas nya kurang men dingin kan 	4
421	Pelayanan Mantap banyak promo menarik. Dan 1 lagi Rasa minuman nya sangat menyegarkan dan pas banget dilidah. Semoga sukses selalu.	5
422	Makanan enak, service bagus & cepat, tempat bersih ber ac & ada outdoor juga	5
423	Makanan tidak terlalu mengesankan, namun tidak mahal	3
424	Pesan antar,belum di buatkan driver datang,ini resto super gopartner	1
425	pelayanan nya bagus, staff nya ramah-ramah lagi. Juga deket dari rumah.	5
426	Tempat nyaman dan di trans icon ada makanan nya juga	5
427	Pegawai chatime gm sangat lama pelayanan nya di mulai dari kasir dan pegawai lain nya di waktu lagi banyak pesanan yang masuk dari ojol grab , gojek dan shoope pegawai nya pada sembunyi tidak mau saling bantu yang mengerjakan pesanan cuma 1 orang jadi waktu ojol menunggu sekitar 45 menit tolong di brefing lebih keras agar custamer tidak menunggu lama2.	1
